age,annual_income,existing_debt,credit_history_years,num_late_payments,loan_amount,employment_years,num_credit_lines,debt_to_income_ratio,creditworthy
57,56599.87,10261.35,26,3,6717.56,32,2,0.181,1
43,61958.12,11342.0,23,0,36014.07,24,3,0.183,1
30,38831.6,15001.87,1,4,13433.7,24,7,0.386,0
25,48694.7,26506.08,15,1,4983.73,3,6,0.544,0
56,46464.86,3673.36,0,1,14828.05,3,6,0.079,1
54,44163.3,22591.79,25,0,17136.73,8,8,0.512,0
51,67659.24,22917.96,18,2,23220.96,14,8,0.339,0
30,46008.48,22858.12,8,2,23011.41,25,6,0.497,0
39,75350.02,6932.54,27,2,10061.83,14,1,0.092,1
52,108263.65,0.0,2,1,28227.88,25,10,0.0,1
21,49089.18,20597.0,24,3,12329.68,27,13,0.42,1
25,58046.31,16875.39,6,3,18124.68,6,7,0.291,0
24,62589.64,25043.77,28,2,28241.29,31,8,0.4,0
36,91230.1,7994.63,9,1,12298.14,11,5,0.088,1
44,53347.04,22601.18,0,1,13167.78,34,13,0.424,1
36,38419.66,25544.12,9,1,27100.02,31,11,0.665,0
22,29673.19,14046.9,20,1,9707.2,8,4,0.473,0
48,53840.32,19169.3,8,0,15382.5,13,7,0.356,1
52,46032.4,18819.66,27,3,26668.91,12,12,0.409,0
47,95200.19,6785.3,14,3,44649.11,32,12,0.071,1
40,90397.25,20310.97,14,3,27264.85,31,11,0.225,1
44,34312.54,31224.98,2,0,25671.68,18,13,0.91,0
32,40784.8,15222.04,24,1,26369.62,29,6,0.373,1
55,56475.4,390.75,4,0,7121.72,15,12,0.007,1
53,82944.53,8127.73,8,0,21387.16,11,6,0.098,1
53,56140.26,0.0,25,1,19642.8,9,14,0.0,1
63,42055.19,27902.61,21,1,23859.01,1,3,0.663,0
57,53822.36,22641.05,8,1,21398.1,17,11,0.421,0
32,42430.3,9986.31,22,0,24556.4,12,10,0.235,1
23,67049.54,819.4,6,2,16262.39,28,4,0.012,1
21,40819.33,6667.05,23,1,20703.31,23,5,0.163,1
53,44791.28,8617.23,22,3,5266.06,11,9,0.192,1
60,78238.68,16094.08,11,1,16161.11,28,8,0.206,1
30,39632.7,15757.59,24,2,36690.0,21,3,0.398,0
63,26077.44,28414.32,26,1,23825.7,0,6,1.09,0
64,56899.88,8072.45,8,1,19748.95,33,10,0.142,1
49,47790.53,0.0,5,1,42753.48,33,1,0.0,1
33,65228.31,3430.22,22,2,3669.98,32,3,0.053,1
32,61349.44,14769.75,1,1,6686.53,3,10,0.241,0
51,54361.63,7713.22,8,1,40552.54,29,14,0.142,1
22,53779.13,12079.91,27,2,20551.53,19,12,0.225,1
55,40282.83,10459.66,28,2,17089.0,25,7,0.26,1
43,56666.94,24902.38,16,0,5609.55,14,7,0.439,0
37,72625.7,9130.34,0,2,25372.36,6,2,0.126,1
46,35531.07,11226.58,18,0,26533.52,6,3,0.316,1
28,54892.05,22172.84,27,0,6866.07,28,7,0.404,1
49,75767.78,9350.18,5,1,18316.69,22,12,0.123,1
46,65108.48,19232.12,4,2,15973.81,33,6,0.295,0
30,81189.46,18314.85,1,1,23071.73,19,13,0.226,1
46,43637.15,16417.66,8,1,6569.0,14,7,0.376,0
54,18384.63,3656.04,29,2,35023.37,32,10,0.199,1
61,59013.04,27297.74,28,0,30989.89,16,9,0.463,1
27,62251.42,37206.84,25,1,15641.89,19,8,0.598,0
24,82368.44,15088.28,13,2,17402.98,12,6,0.183,1
31,78762.91,4536.45,3,3,18362.93,23,12,0.058,1
49,65734.87,15291.03,3,0,10660.3,6,14,0.233,0
56,70307.8,24898.6,20,0,14678.85,7,4,0.354,1
45,51163.57,8848.12,14,1,16756.76,22,14,0.173,1
41,30617.71,13711.01,7,1,39354.42,13,13,0.448,0
56,57354.42,18406.54,25,1,31359.42,3,10,0.321,1
30,74651.47,27030.48,3,0,31215.86,20,9,0.362,1
57,68127.22,22754.24,15,1,24439.11,9,7,0.334,1
29,71676.15,23168.68,20,1,6592.08,21,5,0.323,1
44,46444.89,10737.31,27,1,19502.11,29,2,0.231,1
55,49689.06,19019.19,3,0,31645.86,29,9,0.383,1
55,64668.51,7780.37,29,0,4900.82,15,14,0.12,1
56,44069.85,23455.26,15,2,27638.64,10,7,0.532,0
38,44685.66,26512.2,21,0,47871.31,21,9,0.593,0
59,60959.64,20533.64,11,1,32741.8,28,11,0.337,1
52,70218.09,11325.89,15,2,36968.35,24,9,0.161,1
44,51009.43,12962.73,18,0,22620.07,13,10,0.254,1
43,31736.21,33065.16,7,2,31615.18,13,5,1.042,0
52,40283.92,11492.9,5,1,11385.76,1,7,0.285,1
57,59073.44,25499.94,9,0,29550.37,12,5,0.432,0
32,58830.42,18388.92,4,1,27852.66,2,3,0.313,0
33,59824.76,11658.64,28,2,23478.93,29,10,0.195,1
43,65425.91,1553.51,17,0,35792.09,17,8,0.024,1
45,55116.21,17116.0,9,1,13534.58,20,8,0.311,1
55,60301.12,15911.01,9,1,17755.31,18,9,0.264,1
61,54099.46,33065.35,6,1,21145.54,15,11,0.611,0
50,77974.67,6398.07,17,0,7644.67,27,14,0.082,1
37,83646.84,37947.69,0,0,22723.18,3,12,0.454,0
40,31219.77,18788.11,6,0,1000.0,14,6,0.602,0
45,49894.96,18778.29,20,1,32563.45,0,2,0.376,0
42,55654.49,9069.28,0,0,20559.65,15,3,0.163,1
33,49661.71,18147.06,14,0,13749.29,19,13,0.365,1
39,90858.45,19730.51,3,3,9987.52,32,11,0.217,1
56,59479.11,24373.27,27,1,17185.05,16,12,0.41,1
32,38892.56,5216.78,28,2,28259.12,4,10,0.134,1
61,66928.85,29067.81,19,0,26572.87,4,11,0.434,1
39,60419.49,18614.16,9,0,11533.54,12,6,0.308,1
32,61083.86,21082.29,22,2,9847.52,29,1,0.345,1
29,91157.52,12790.58,8,0,27882.78,3,14,0.14,1
27,62015.7,5718.57,1,2,11331.83,22,2,0.092,1
48,48926.77,15727.25,27,1,20718.92,20,8,0.321,1
34,15894.47,16872.96,13,3,21485.06,20,11,1.062,0
51,51692.02,1145.72,15,2,23744.75,5,8,0.022,1
39,81119.4,22932.85,0,1,30299.25,23,6,0.283,1
36,53176.62,24965.25,1,2,4844.44,30,3,0.469,0
25,15000.0,7703.35,6,1,1000.0,18,14,0.514,0
55,45032.75,4774.15,28,1,13190.63,11,2,0.106,1
32,74853.77,11970.39,9,0,41618.34,13,13,0.16,1
45,65916.34,15238.95,21,1,44266.09,11,6,0.231,0
41,38202.38,12358.29,19,1,41974.13,14,1,0.323,0
56,43694.3,14390.82,0,2,17684.22,18,14,0.329,0
43,46785.83,17214.78,12,0,1000.0,27,10,0.368,1
36,41745.72,1317.31,0,2,1000.0,4,6,0.032,1
59,15000.0,2467.04,4,1,12631.54,4,9,0.164,1
62,70271.82,0.0,15,1,17623.12,5,7,0.0,1
59,80141.2,24425.45,14,0,35607.5,22,9,0.305,1
34,24631.02,15152.27,16,0,30413.67,2,2,0.615,0
51,79877.06,25478.51,27,0,22728.86,32,11,0.319,1
25,52939.54,3622.62,22,0,9321.86,20,14,0.068,1
55,79502.65,15244.07,15,1,8470.65,19,5,0.192,1
43,55759.01,17148.27,12,0,23049.53,0,9,0.308,1
49,57710.89,9382.18,10,0,28364.61,16,7,0.163,1
63,62448.69,0.0,16,2,24702.58,28,9,0.0,1
31,39198.67,32458.71,16,1,7584.82,7,14,0.828,0
38,78893.48,28992.83,1,1,27808.01,25,11,0.367,0
32,32572.39,11180.68,12,3,25110.93,27,6,0.343,0
29,46958.67,20102.28,13,2,7152.0,33,7,0.428,1
30,65485.29,10152.09,10,1,10588.15,25,10,0.155,1
64,44816.1,5045.96,27,0,28261.95,12,5,0.113,1
37,70550.62,33272.62,9,0,17185.91,12,6,0.472,0
58,82517.32,0.0,2,1,39069.77,24,1,0.0,1
27,75250.92,12144.96,28,1,26013.55,22,1,0.161,1
33,16277.69,15843.24,26,1,14160.43,21,2,0.973,0
60,57516.94,31512.37,16,1,19877.53,20,11,0.548,0
62,75573.65,23965.89,14,0,20760.6,29,14,0.317,1
29,28665.02,0.0,8,1,11259.32,10,4,0.0,1
47,69472.21,14972.5,9,2,9048.94,3,11,0.216,1
22,68349.22,15210.6,7,2,28416.68,32,9,0.223,1
25,30758.2,12716.62,20,2,30143.28,11,7,0.413,0
49,71684.65,21198.09,12,0,27245.38,8,6,0.296,1
57,60453.96,908.93,26,2,38183.82,31,1,0.015,1
58,68007.64,10913.64,17,0,13498.72,10,5,0.16,1
39,35673.75,19788.19,4,1,40091.25,23,11,0.555,0
28,58002.72,21795.76,5,2,9188.95,6,12,0.376,0
21,20902.43,16494.19,29,3,7847.77,7,13,0.789,0
42,15000.0,12116.08,16,2,1000.0,32,4,0.808,0
37,57816.57,13800.59,10,0,14650.46,24,5,0.239,1
27,77011.95,22404.07,19,0,13955.33,0,11,0.291,1
45,60058.74,15339.01,15,2,26311.25,2,9,0.255,0
24,53731.08,4581.52,8,2,22926.69,27,12,0.085,1
56,51249.32,2665.02,1,1,5684.32,32,3,0.052,1
26,36148.69,103.63,4,1,15287.29,0,4,0.003,1
51,50562.78,29555.81,0,1,15542.46,26,8,0.585,0
39,63433.69,23074.62,3,0,1000.0,34,3,0.364,1
64,46295.56,13935.12,3,1,8228.64,9,13,0.301,0
59,70011.74,10462.08,21,1,10750.24,11,3,0.149,1
47,58919.5,9260.7,25,1,37203.5,9,13,0.157,1
30,61339.59,25932.37,24,1,22297.41,33,9,0.423,1
46,72773.26,34044.34,2,3,27946.03,23,5,0.468,0
39,44464.89,8946.07,8,1,2016.37,27,10,0.201,1
59,68187.61,26384.16,21,1,34330.57,21,1,0.387,1
23,47270.47,15280.13,22,2,35613.22,15,7,0.323,0
33,61790.29,12875.71,11,1,1000.0,12,7,0.208,1
48,42084.57,30042.14,9,3,11536.2,22,6,0.714,0
40,36785.92,14898.34,1,0,25949.19,13,6,0.405,0
48,56837.29,17963.64,10,2,27732.66,31,3,0.316,1
28,17296.0,17482.74,9,2,11858.06,2,3,1.011,0
61,49074.65,0.0,29,0,16334.01,26,10,0.0,1
59,22872.46,17884.11,21,0,12831.43,18,11,0.782,0
21,70584.68,9373.08,5,2,21325.02,21,9,0.133,1
23,76002.21,788.47,17,3,34366.14,0,1,0.01,1
33,37720.98,9828.63,1,1,10747.49,4,7,0.261,0
48,63566.26,9746.11,29,2,32009.85,32,13,0.153,1
45,72982.71,25298.83,1,1,10619.94,18,12,0.347,1
53,73049.38,4362.1,9,1,9828.47,5,11,0.06,1
58,59289.02,7101.53,15,1,29823.14,14,10,0.12,1
26,69686.09,17353.88,11,0,31063.24,32,7,0.249,1
64,42013.37,1742.06,0,1,30216.92,23,8,0.041,1
52,56662.45,8409.93,20,0,4210.43,26,6,0.148,1
41,45657.93,0.0,7,1,14408.59,10,8,0.0,1
36,40324.24,24200.11,15,0,29875.86,22,1,0.6,0
41,55721.27,11986.37,17,1,20498.5,32,1,0.215,1
31,61950.61,14840.82,12,3,7115.69,28,9,0.24,1
57,78270.18,24160.1,14,0,25499.82,30,12,0.309,1
56,60303.11,7777.31,20,0,11422.31,0,4,0.129,1
55,67838.61,11880.13,11,3,41534.3,33,3,0.175,1
39,68065.66,4436.72,7,0,38538.1,17,6,0.065,1
40,108750.69,4414.96,9,1,27249.17,17,10,0.041,1
38,18799.35,5794.17,13,0,36332.08,5,12,0.308,1
61,41241.32,10075.1,4,3,20777.5,0,13,0.244,0
34,84481.12,11152.04,17,2,29185.25,29,12,0.132,1
35,47959.74,17886.32,18,2,37732.64,3,9,0.373,0
51,72716.06,6087.83,14,4,22945.98,31,10,0.084,1
21,59600.19,18196.33,5,0,16937.75,9,11,0.305,1
23,97104.05,19850.01,26,1,1000.0,4,4,0.204,1
36,32738.91,10321.78,10,2,19002.4,8,9,0.315,0
43,79436.01,6952.75,20,1,29881.08,4,5,0.088,1
31,89991.63,15850.79,10,2,31347.6,10,13,0.176,1
32,34711.62,12970.83,19,2,26052.38,34,7,0.374,1
30,70657.4,17203.52,19,0,13504.41,26,3,0.243,1
52,35690.04,30698.66,20,2,1000.0,3,3,0.86,0
36,55603.23,15686.37,17,0,14057.42,9,12,0.282,1
28,49868.24,8607.69,24,2,16347.86,32,3,0.173,1
58,15000.0,6091.1,17,0,16244.85,7,8,0.406,0
32,63484.69,6477.98,9,2,27422.68,23,14,0.102,1
44,57866.78,372.34,1,1,43828.12,32,6,0.006,1
48,84581.58,24327.44,25,2,21482.35,18,9,0.288,1
28,67222.87,0.0,29,3,17399.22,1,9,0.0,1
48,100817.68,19881.05,8,1,16889.34,10,8,0.197,1
56,57140.85,6319.36,13,1,21492.62,34,1,0.111,1
46,52889.4,9875.95,18,1,10060.47,16,6,0.187,1
28,51312.87,6020.12,9,1,21442.38,2,4,0.117,1
48,46208.23,29458.65,22,3,25409.75,21,4,0.638,0
48,15000.0,15163.16,3,1,22516.23,34,3,1.011,0
57,50596.11,22903.79,28,0,25490.5,20,12,0.453,1
61,15000.0,28005.27,28,2,25204.97,24,9,1.867,0
56,64040.67,16634.05,5,2,1000.0,1,2,0.26,0
47,30198.79,3043.76,13,0,27642.44,0,1,0.101,1
37,37113.35,12793.57,3,1,11947.82,6,14,0.345,0
29,41611.8,7577.52,25,0,6849.93,19,10,0.182,1
53,50901.3,9964.96,14,1,6746.58,5,3,0.196,1
40,55137.37,14053.76,15,1,25202.5,20,13,0.255,1
33,76689.59,13658.44,6,1,17329.1,34,4,0.178,1
48,43449.4,19121.09,16,3,1000.0,7,4,0.44,0
49,64602.92,20573.04,18,0,25736.45,3,6,0.318,1
33,109617.34,13658.55,28,1,2724.7,15,1,0.125,1
55,62547.01,19034.69,18,3,21677.86,2,1,0.304,0
26,51390.2,9506.4,16,0,22861.99,6,2,0.185,1
38,39416.97,28147.8,5,1,30626.92,1,4,0.714,0
25,51113.37,9344.89,28,0,41380.22,0,7,0.183,1
45,37275.59,26971.86,10,1,3623.88,0,6,0.724,0
22,60373.23,239.33,15,1,19370.31,6,11,0.004,1
30,57070.88,11195.93,29,4,16683.98,23,9,0.196,1
50,15000.0,11690.22,24,1,25205.0,4,7,0.779,0
25,54628.84,17789.92,7,0,22588.03,20,12,0.326,1
53,76522.93,23618.17,10,1,15769.45,27,5,0.309,1
21,47017.76,2506.05,6,1,14709.17,17,6,0.053,1
38,41942.06,3920.17,25,1,6602.59,23,10,0.093,1
52,27445.98,980.92,23,0,31854.34,31,9,0.036,1
31,17840.16,28201.84,21,0,25510.45,32,1,1.581,0
41,71626.99,17976.05,24,0,31013.22,9,11,0.251,1
46,51370.43,4156.29,18,0,16275.25,8,9,0.081,1
45,70440.43,10569.05,25,1,12117.97,32,6,0.15,1
42,85626.47,26817.61,9,1,7060.22,32,12,0.313,1
47,73424.95,12218.81,8,2,24307.01,6,4,0.166,1
33,44152.55,11628.12,3,1,7522.48,3,12,0.263,0
53,57897.35,7187.03,22,1,42183.96,27,5,0.124,1
54,42704.54,4750.08,14,2,4308.29,22,13,0.111,1
61,40834.23,26833.24,12,1,23283.92,31,1,0.657,0
55,61856.3,31739.02,24,2,38802.26,15,7,0.513,0
21,38354.12,5148.06,1,0,27189.08,9,13,0.134,1
41,15000.0,29049.42,1,2,22108.08,13,13,1.937,0
26,37237.04,10126.11,15,0,8378.2,33,8,0.272,1
48,48862.38,20336.48,8,2,3418.77,23,11,0.416,0
37,85427.97,29102.14,27,1,29240.6,17,5,0.341,1
25,45181.25,13549.23,12,1,38073.77,15,2,0.3,0
51,65238.48,11720.58,2,3,14733.8,24,8,0.18,0
25,51633.84,23010.81,8,0,6331.26,7,10,0.446,1
58,79528.1,3900.47,12,1,1000.0,23,7,0.049,1
23,78141.93,26470.61,20,2,8230.82,19,10,0.339,1
43,78523.5,16428.09,21,0,18636.12,29,9,0.209,1
57,20320.33,9222.49,1,0,39189.48,19,4,0.454,0
57,59134.48,8958.32,7,3,28077.6,17,11,0.151,0
30,70178.77,1165.37,26,1,23661.02,3,9,0.017,1
30,62630.77,9638.28,8,0,15198.56,5,4,0.154,1
39,67731.93,12359.62,15,1,13002.01,2,3,0.182,1
37,56167.02,4387.06,1,0,36867.77,17,11,0.078,1
41,40104.32,14545.35,5,2,22408.86,17,3,0.363,0
34,21058.05,19729.17,21,1,1000.0,22,10,0.937,0
29,42088.61,12865.28,7,4,11917.52,34,2,0.306,1
21,108562.2,21627.26,25,1,9701.41,5,10,0.199,1
33,45286.98,6928.6,27,1,13444.83,25,3,0.153,1
24,15812.2,25033.83,4,1,26754.93,20,14,1.583,0
21,69652.99,16218.15,8,2,18710.66,23,8,0.233,1
60,72109.2,30452.57,0,1,19077.62,14,11,0.422,0
52,80746.49,39142.17,8,0,35761.68,26,8,0.485,0
54,64419.57,10297.56,9,2,11642.47,31,2,0.16,1
48,71912.03,10709.36,22,1,42370.39,11,11,0.149,1
51,91804.34,12537.58,3,0,11944.31,4,2,0.137,1
28,40090.53,20957.02,2,2,21070.38,6,2,0.523,0
59,36122.99,28259.7,29,1,16625.56,21,10,0.782,0
46,33108.27,8471.92,9,1,21481.03,26,7,0.256,0
54,49684.61,18812.44,14,0,25335.1,14,6,0.379,1
23,83668.45,13640.73,10,0,25206.02,34,12,0.163,1
32,65561.37,21181.09,13,1,10962.59,25,11,0.323,1
21,64773.84,30094.58,5,3,6525.02,22,1,0.465,0
64,18613.84,12596.72,11,1,50038.06,12,2,0.677,0
25,41136.26,0.0,12,1,14192.19,25,14,0.0,1
50,18286.85,22439.02,16,5,28390.55,2,1,1.227,0
50,78424.92,6672.95,15,3,1000.0,28,12,0.085,1
37,86712.93,13568.84,2,3,16644.65,1,11,0.156,1
43,70591.33,22870.31,1,2,18473.61,27,7,0.324,0
35,35264.28,17973.95,10,2,25673.78,22,6,0.51,0
57,84640.45,13982.8,28,1,1000.0,5,2,0.165,1
41,49934.9,9241.18,8,1,21993.69,10,2,0.185,0
34,30710.81,0.0,2,0,6203.1,33,2,0.0,1
22,35711.91,21983.21,28,3,23892.15,16,8,0.616,0
31,46396.87,12470.48,17,1,7564.05,2,14,0.269,1
59,55991.57,30133.36,19,1,9734.21,33,7,0.538,1
58,51773.12,18980.28,14,1,16716.47,21,1,0.367,1
54,26746.63,9588.75,13,0,7372.05,28,4,0.359,1
58,79266.33,25668.7,1,1,14293.59,28,11,0.324,1
54,51987.88,26511.29,16,0,5679.49,4,4,0.51,0
38,40724.92,12809.68,21,3,1000.0,9,7,0.315,0
50,77206.05,26936.45,25,3,32215.48,9,2,0.349,1
35,31331.88,9446.92,7,3,4447.42,8,4,0.302,0
47,22422.2,16596.48,9,0,17855.83,20,1,0.74,0
54,80449.75,20714.08,25,0,29034.69,12,13,0.257,1
58,92827.76,22847.82,17,0,12620.67,9,13,0.246,1
53,45758.08,21215.22,29,1,10098.01,10,11,0.464,0
44,54080.6,11673.43,24,0,22714.86,3,11,0.216,1
35,32066.71,25936.98,28,0,33415.21,30,4,0.809,0
50,55109.85,13755.73,18,0,5968.22,33,11,0.25,1
62,45485.89,9309.73,7,0,18198.23,34,14,0.205,1
37,52957.43,9456.62,27,2,1000.0,32,1,0.179,1
25,63185.17,34399.88,7,1,15281.59,7,2,0.544,0
49,33037.09,7580.17,2,0,20410.46,31,2,0.229,1
24,47763.77,27916.35,2,3,9744.5,32,12,0.584,0
30,18924.37,3645.33,11,0,14516.1,7,10,0.193,1
37,47900.25,19879.05,21,3,3101.28,13,12,0.415,0
30,53131.32,17970.83,16,3,20924.94,33,3,0.338,1
37,59579.65,31212.27,3,3,32668.33,7,8,0.524,0
40,59791.53,8455.98,16,2,6834.27,6,11,0.141,1
44,73078.46,5693.36,13,2,12527.94,12,6,0.078,1
25,24206.67,13834.9,18,2,26030.55,20,6,0.572,0
54,25274.46,31648.02,8,3,34545.09,31,9,1.252,0
26,65579.16,6158.42,29,1,2081.72,10,8,0.094,1
22,15000.0,0.0,29,1,17974.58,13,2,0.0,1
33,58666.0,15597.68,20,2,23397.57,10,6,0.266,1
63,31394.14,24495.23,11,0,18775.32,1,1,0.78,0
63,86456.29,4861.94,4,2,1000.0,33,13,0.056,1
31,60009.05,23479.32,10,3,26013.08,16,14,0.391,0
43,50616.88,4640.89,19,1,38232.04,13,9,0.092,1
36,79554.42,13534.41,2,1,21399.94,24,4,0.17,1
51,33731.96,22526.82,20,3,7626.73,26,4,0.668,0
31,37531.81,3125.35,14,0,13842.47,7,9,0.083,1
36,29770.9,16815.13,13,0,41238.96,16,3,0.565,0
28,37699.22,27149.74,10,2,30919.55,4,5,0.72,0
24,56222.31,19739.34,19,3,27680.32,11,1,0.351,0
60,64879.04,7793.74,7,2,24276.95,17,6,0.12,1
24,74228.43,30187.18,3,0,12066.35,25,3,0.407,1
45,18505.52,21583.93,26,1,17593.15,30,1,1.166,0
23,51562.74,0.0,11,1,19064.93,5,10,0.0,1
52,32836.71,23642.44,7,1,26594.89,14,6,0.72,0
23,50894.26,9286.26,5,1,38107.03,25,14,0.182,1
47,101683.27,16965.64,14,0,33420.06,11,12,0.167,1
49,60837.24,25080.04,29,1,2967.39,13,10,0.412,1
52,72989.3,9503.95,11,1,22687.94,0,2,0.13,1
39,94213.83,0.0,15,3,28841.16,16,8,0.0,1
41,77547.16,30055.45,15,0,27426.32,32,14,0.388,1
25,46041.71,26645.83,26,0,12449.19,28,13,0.579,1
38,29483.36,14127.44,20,0,54969.31,30,11,0.479,0
48,54397.11,23534.21,19,0,4674.99,7,12,0.433,1
62,43645.88,11306.13,19,1,7001.74,29,2,0.259,1
42,24509.57,15969.7,27,1,22803.14,12,4,0.652,0
41,59818.5,13557.12,3,1,45401.64,15,14,0.227,1
26,60317.73,11710.56,10,0,9965.66,1,3,0.194,1
21,90382.33,18593.03,12,1,16810.06,17,9,0.206,1
25,47764.74,2918.21,28,0,32927.52,34,2,0.061,1
61,60602.43,12484.19,8,2,19785.65,18,3,0.206,1
32,41690.29,18144.79,3,0,15984.75,12,7,0.435,0
46,72463.39,33381.01,11,4,26787.59,3,4,0.461,0
54,52507.64,3324.66,8,0,23270.22,18,6,0.063,1
34,31548.17,20205.53,12,1,32365.27,24,3,0.64,0
46,54730.56,21301.49,15,2,35497.63,30,1,0.389,0
47,62810.46,0.0,25,4,23684.04,3,11,0.0,1
29,60105.47,19105.32,5,0,23500.79,6,6,0.318,1
46,75917.93,23802.85,9,2,22569.33,15,4,0.314,0
42,26038.87,20886.53,12,1,25869.57,4,2,0.802,0
50,38145.15,14160.73,6,0,20662.05,22,7,0.371,1
63,67795.75,18332.4,27,1,19992.7,31,10,0.27,1
37,40494.62,16698.45,25,1,34359.53,23,13,0.412,1
46,59809.42,0.0,18,1,38193.39,24,12,0.0,1
56,15000.0,16933.2,23,1,1909.36,27,13,1.129,0
21,109318.93,11329.3,18,0,20120.25,18,5,0.104,1
28,49605.63,7951.78,16,1,11735.67,6,6,0.16,1
55,78879.13,39849.7,12,2,16268.34,16,6,0.505,0
35,48262.04,27526.16,12,2,24830.19,1,14,0.57,0
42,63293.97,3498.28,25,0,28033.26,15,9,0.055,1
34,84838.39,18466.36,27,2,18654.48,17,12,0.218,1
46,78316.12,29580.25,20,1,1000.0,0,2,0.378,0
48,50910.9,38.01,1,2,8419.45,2,12,0.001,1
43,52294.91,15769.83,9,1,30758.0,20,6,0.302,1
34,75071.33,16240.73,29,0,1000.0,29,9,0.216,1
44,101664.89,2255.07,21,2,34249.13,10,12,0.022,1
22,58845.65,18795.5,12,2,26254.76,21,4,0.319,1
46,94141.27,26162.46,25,2,35794.11,24,13,0.278,1
34,50171.71,30080.48,8,5,17617.17,2,12,0.6,0
27,74039.21,12506.36,0,2,1000.0,29,13,0.169,1
23,77023.12,40016.45,13,0,25164.35,23,13,0.52,1
43,46800.79,0.0,28,2,35295.84,22,11,0.0,1
63,40058.44,18562.17,15,3,31096.66,7,6,0.463,0
38,77907.78,877.06,19,1,12047.7,3,7,0.011,1
58,44368.86,15901.83,14,0,21041.13,30,1,0.358,1
55,37113.0,9780.93,0,1,13605.96,28,5,0.264,0
35,41320.81,20068.77,16,3,10168.8,12,4,0.486,0
45,44287.73,13731.19,23,0,31464.66,8,13,0.31,1
57,72132.34,6740.16,29,0,5629.61,20,13,0.093,1
48,65300.85,7397.09,29,1,9274.2,2,13,0.113,1
30,69313.16,34324.59,12,0,6751.69,24,10,0.495,1
59,63427.6,19435.24,29,1,2117.03,24,2,0.306,1
37,43123.2,0.0,26,1,21756.97,11,2,0.0,1
59,68942.06,20507.88,14,0,33938.04,28,2,0.297,1
42,78649.08,13053.23,15,0,17781.48,10,7,0.166,1
46,66690.06,15046.01,15,1,1931.03,10,11,0.226,1
64,63993.12,23198.88,1,3,30079.33,25,13,0.363,0
45,39658.91,26832.27,16,1,40228.42,13,11,0.677,0
37,59236.34,6411.87,10,2,12245.09,15,4,0.108,1
33,38595.17,14702.58,7,1,14257.35,9,6,0.381,0
40,54519.44,9538.89,19,0,26187.93,30,7,0.175,1
45,22194.67,20968.62,2,0,39462.48,30,9,0.945,0
24,22348.83,12676.96,28,1,13761.99,9,11,0.567,0
30,51179.05,15292.51,11,0,4010.6,25,2,0.299,1
23,44031.21,12297.23,19,1,27577.02,19,10,0.279,1
61,57135.74,13938.8,15,1,29588.82,8,12,0.244,1
38,52304.63,32046.51,13,0,20073.58,14,13,0.613,0
56,55603.82,38907.66,15,1,13302.4,8,9,0.7,0
42,67172.15,18770.92,26,1,31932.54,6,11,0.279,1
54,45734.62,14000.3,20,1,26336.43,25,5,0.306,1
28,50611.12,0.0,16,2,10778.77,23,13,0.0,1
60,84100.42,7395.82,29,1,20589.14,11,6,0.088,1
64,55061.68,13732.64,10,1,3779.51,19,6,0.249,1
39,51415.79,7849.37,16,1,28230.69,13,11,0.153,1
62,56650.25,8900.99,18,2,16853.2,21,3,0.157,1
61,51772.71,30753.89,21,2,14771.47,15,11,0.594,0
57,40808.55,15287.91,0,0,19605.51,28,11,0.375,0
26,35039.4,16182.12,29,3,20483.69,31,10,0.462,0
46,39731.37,8258.09,26,0,30739.16,18,7,0.208,1
54,72458.38,26775.45,11,1,27093.09,34,13,0.37,1
26,42401.89,12874.21,14,0,18123.09,31,7,0.304,1
57,51901.51,9791.36,17,0,29164.02,19,8,0.189,1
53,69014.73,0.0,27,1,24808.85,19,5,0.0,1
42,49432.18,14388.98,29,0,14880.8,7,2,0.291,1
41,67667.23,9479.42,22,1,18503.38,34,13,0.14,1
26,24184.14,31845.8,13,0,18221.33,12,3,1.317,0
26,52349.67,33438.99,29,0,26063.14,5,9,0.639,0
24,56577.92,2647.2,0,1,15595.73,15,6,0.047,1
50,55462.77,3778.47,12,0,15315.09,4,8,0.068,1
31,21941.63,12236.8,29,2,43625.09,33,8,0.558,0
50,79062.25,6839.62,14,1,31276.83,5,14,0.087,1
51,37906.54,17174.17,6,1,10872.79,32,5,0.453,0
44,61700.74,11733.77,14,0,26851.29,14,1,0.19,1
29,55159.29,17805.32,19,1,21420.2,14,6,0.323,1
23,75074.19,25160.94,9,2,24698.61,13,7,0.335,0
51,98749.78,4357.78,13,1,21648.1,4,9,0.044,1
60,29192.71,24952.11,5,0,34275.71,25,2,0.855,0
57,42021.72,7713.48,13,2,24147.44,16,12,0.184,1
56,58781.85,36484.83,23,4,19254.94,15,13,0.621,0
44,32892.93,31209.76,24,2,32506.29,34,2,0.949,0
51,70643.65,13869.2,21,0,22799.42,22,10,0.196,1
26,71867.45,5364.17,11,4,21457.74,12,1,0.075,1
22,66188.98,3451.34,10,0,23768.27,32,5,0.052,1
40,59731.64,23736.29,28,0,18876.69,28,2,0.397,1
48,82394.18,14695.97,29,0,20110.72,33,3,0.178,1
31,31887.49,24268.67,24,3,12959.66,33,2,0.761,0
24,56305.36,37042.29,19,0,10985.99,26,11,0.658,0
